id	left	target	right	lemma
dip/noun/volkskrant_20030614_108/177	. Ze is een perfectioniste . ' Ik heb er veel over nagedacht . Voorheen raakte ik mentaal in een	dip	en dan werd ik fysiek aangedaan . Nu is het andersom . Ik kan er niet tegen als ik me	dip
inzinking/noun/het_nieuwsblad_20000915_01_110/653	leden Voorzitter Armand Budenaers van de Tafeltennisregio Limburg-Kempen is een gelukkig man . \" Vorig seizoen kenden we een kleine	inzinking	. Nu stijgen we opnieuw boven 2.000 , en dan moet de competitie nog starten . Vaak komen er in	inzinking
dip/noun/volkskrant_20011005_113/93	een deel van de werkweek op non-actief . Toch blijven salarissen een stevige kostenpost . Van Wijk hoopt dat deze	dip	tijdelijk is . Misschien dat de vooruitzichten midwinter beter worden , als de de zomervakanties worden geboekt . En als	dip
dip/noun/nrc_handelsblad_20030908_45/35	de problemen op de arbeidsmarkt nu en die van de lange termijn . \" We zitten momenteel in een economische	dip	en hebben te weinig werk voor te veel mensen . Straks kampen we juist weer met de uitstroom van een	dip
inzinking/noun/de_standaard_20000122_01_72/86	30 miljoen markka uit , tegenover 252 miljoen in 1998 . Het bedrijf wijt dat in een mededeling aan een	inzinking	van de export naar Rusland en eenmalige kosten die meer dan 40 procent uit de winst sneden . De verkoop	inzinking
inzinking/noun/volkskrant_20011205_29/625	weinig enthousiasme voor de elektriciteitssector . Stroomproducenten hebben de bouw van talloze nieuwe centrales opgeschort in verband met de economische	inzinking	. Na het debacle van Enron zullen investeerders nu wel twee keer nadenken voordat ze in de elektriciteitsmarkt stappen .	inzinking
inzinking/noun/het_laatste_nieuws_20031104_01_639/409	pikt de bijna 34-jarige middenvelder , in het dagelijks leven zelfstandig stukadoor , meteen in . andquot; Zonder een noemenswaardige	inzinking	gaat dit FC Robur gewoon bovenaan blijven meedraaien . Deze periodetitel is geen eindpunt , maar eerder een begin .	inzinking
dip/noun/algemeen_dagblad_20020829_172/49	slechten . Maar die veronderstelling kan de ijskast in . Nu is de angst in de markt voor een economische	dip	en minder vrolijk stemmende bedrijfsresultaten weer helemaal terug . Om volgens handelaar Danny Markens van Effectenbank Stroeve ` onbegrijpelijke '	dip
inzinking/noun/de_standaard_20030718_01_66/935	astroloog die voorspeld had dat ik in de 14de etappe zou opgeven . \" Een ploegmaat praat hem over zijn	inzinking	heen en dankzij enorme risico's in de afdaling komt Anquetil weer bij Poulidor . Wanneer die wat later van fiets	inzinking
inzinking/noun/het_nieuwsblad_19990217_01_132/143	voorsprong aan . Gewonnen spel leek het , maar plots verloren we de controle over de wedstrijd en kregen een	inzinking	. De Oost-Vlamingen sloegen toe en kwamen langszij . Bovendien verloren we Daniel Martinez met een tweede gele kaart .	inzinking
dip/noun/algemeen_dagblad_19990622_116/577	tech . Analisten denken dat het elektronicaconcern kan profiteren van de verbeterde economische vooruitzichten in de wereld . Na een	dip	als gevolg van het vertrek van ` kroonprins ' Roel Pieper ligt het aandeel er weer als een dijk bij	dip
dip/noun/parool_20010901_129/490	was . Met steun van iedereen om me heen , spelers , trainers , bestuursleden , ben ik uit de	dip	geraakt . In mijn laatste maanden bij Juventus keerde de vorm vanzelf weer terug . \" Zowel in zijn eerste	dip
inzinking/noun/het_nieuwsblad_20000302_01_143/369	van de draw van Butsel bij Walshoutem . Het puntenverschil in de top blijft dus ongewijzigd . Enkel een spectaculaire	inzinking	zou Butsel nog van de titel kunnen houden . Hakendover heeft een zwak seizoen neergezet . Ook de komst van	inzinking
inzinking/noun/het_nieuwsblad_20030614_01_512/189	zomerweer eist haar tol \" , legt Dorpie uit . \" Het vast scenario is een goede remedie tegen een	inzinking	\" , luidt het . De tegenstanders van Dorpie zijn kennissen of opgetrommelde leden van tafelvoetbalclubs in de kustprovincie .	inzinking
dip/noun/algemeen_dagblad_20020112_80/433	in te stappen . En iedereen weet dat het vroeg of laat weer gaat aantrekken , dat dit slechts een	dip	is . Maar hoe lang die duurt , dat weet niemand . \"	dip
dip/noun/parool_20010321_5/64	koersen op het Damrak slaan nergens meer op en de economie begint te piepen en knarsen ; waar blijft de	dip	in de huizenprijzen ? Die laat in Amsterdam nog op zich wachten . En komt er binnenkort al een einde	dip
inzinking/noun/het_nieuwsblad_20011005_01_614/91	Immobiliënberoepen ( CIB ) van Oost-Vlaanderen , uit de cijfers van de afgelopen vijf jaar . De huurprijzen zijn hun	inzinking	van vijf jaar geleden weer te boven gekomen . Zaterdag begint in Flanders Expo het Bouw- & Immosalon , waar	inzinking
dip/noun/algemeen_dagblad_20030501_51/121	winst in de afgelopen vijf handelsdagen verloren . Buhrmann sprokkelde er in die periode bijna 15 procent bij . De	dip	was een late reactie op de gepubliceerde kwartaalcijfers van eergisteren . Die waren geflatteerd door de aanwezigheid van buitengewone baten	dip
inzinking/noun/het_nieuwsblad_20011030_01_664/218	van Gent en Genk te maken met het falen van de anderen ? René Vandereycken : \" Ik verwacht geen	inzinkingen	\" Zeker kan je op dit tijdstip niet zijn , maar ik zie geen aanwijsbare redenen waarom ze niet zouden	inzinking
inzinking/noun/algemeen_dagblad_19990406_93/522	de kook toen Terrassa door twee gele kaarten verder moest met negen man . De Spanjaarden begrepen niets van die	inzinking	maar profiteerden wel : 1-2 door treffers van Xavi Arnau en Colomer . Amsterdam hervond zich daarna en zag het	inzinking
dip/noun/nrc_handelsblad_20010725_70/137	divisie Agriculture ( onder meer veevoer en varkensfokkerij ) van Nutreco zal zich dit jaar naar verwachting herstellen van de	dip	van vorig jaar . Agriculture valt met ingang van 1 oktober onder Juergen Steinemann ( 42 ) , die overkomt	dip
dip/noun/nrc_handelsblad_20020910_136/410	wel de economische laagconjunctuur en de dreiging van een oorlog in Irak . De Golfoorlog van 1991 veroorzaakte een flinke	dip	in het aantal boekingen .	dip
inzinking/noun/het_laatste_nieuws_20010908_01_228/679	jaren zestig . De kostprijs van de steenkool werd te hoog voor de uitvoer en de binnenlandse vraag kende een	inzinking	. De Limburgse mijnen kwamen in de rode cijfers . Ook de tewerkstelling daalde met 25 procent of 10.000 arbeidsplaatsen	inzinking
inzinking/noun/het_nieuwsblad_20000510_01_153/553	de branding \" . \" Wel was het bibberen toen we in een rotslechte match in Nieuwrode verloren en een	inzinking	doormaakten . Een week later legde Langdorp er zijn kop voor en speelden we gelijk omdat we lat en paal	inzinking
inzinking/noun/de_standaard_20020225_01_107/407	rol in een film gespeeld . Over zijn geestelijke conditie deden droevige verhalen de ronde . Schoenaerts heeft een zware	inzinking	achter de rug en wordt nu verzorgd door zijn zoon . Op de set van Welp wordt de bejaarde acteur	inzinking
dip/noun/het_laatste_nieuws_20010428_01_701/97	Ik had nooit gedacht dat ik in Australië mijn voorsprong op Joël nog zou opdrijven . Hij zit in een	dip	, ik voel me met de dag fysiek sterker worden . andapos;t Zal nodig zijn , want door de aanhoudende	dip
dip/noun/volkskrant_20000107_27/273	ellende . ' Fase twee zou een ' diepe economische recessie ' zijn . Yardeni schatte de kans op zo'n	dip	op 70 procent . Bovendien zouden beleggers reeds in de loop van 1999 in de gaten krijgen hoe ernstig het	dip
inzinking/noun/nrc_handelsblad_20010209_131/150	verslaggevers was dit de duidelijkste aanwijzing dat de man die twee jaar hard had gewerkt en dat met een zware	inzinking	( burn out ) had moeten bekopen , naar het tweede plan was verwezen . Nouwens aanpak is te zien	inzinking
inzinking/noun/het_nieuwsblad_20020213_01_334/165	seizoen niet meer om het lijf voor Beerzel , dat een rustig einde tegemoet ziet . \" Jammer van de	inzinking	die we halfweg de eerste ronde kregen . Anders waren we zeker bij machte geweest om bovenaan nog een rol	inzinking
dip/noun/volkskrant_20020205_54/266	waren te halen . Zo blijkt uit CBS-cijfers dat de misdaad in 1998 in Maastricht enorm is afgenomen . Deze	dip	is niet te danken aan een betere bestrijding , maar is het onbedoeld gevolg van het overschakelen naar een andere	dip
dip/noun/algemeen_dagblad_20041211_218/215	een politiemacht , gehuld in kogelvrije vesten , Sarah bevrijden uit hun huis , waar de weer eens in een	dip	verkerende , even minder liefhebbende echtgenoot een geweer op haar had gericht . De somberen van geest dachten toen dat	dip
dip/noun/algemeen_dagblad_19991008_89/503	peperdure nieuwe installaties had gebouwd die toen juist in bedrijf kwamen . Bovendien ging de sector gebukt onder een economische	dip	. \" Door omstandigheden gedwongen werd het vet weggesneden en kwamen de eerste joint ventures van de grond \" ,	dip
dip/noun/algemeen_dagblad_19990913_63/861	gevallen van kramp en flauwvallen , maar wij gaan door , door , door , geen houden aan . Een	dip	in de tweede , veel AA in de derde ronde , maar in de vierde zetten we nog een sprintje	dip
inzinking/noun/volkskrant_20020610_125/691	handen van de Spaanse prins Felipe een voetbalshirt van de nationale ploeg ontving , maakte dankbaar gebruik van de mentale	inzinking	bij zijn tegenstander . ` Hij is nog jong , hij krijgt nog wel een keer een kans ' ,	inzinking
inzinking/noun/nrc_handelsblad_20001127_71/427	De voormalige ploeggenoot van Romme beseft dat de tweede plaats het maximaal haalbare is . \" Alleen als Gianni een	inzinking	krijgt , zit er meer in . \" Gisteren gaapte tussen de twee diesels een gat van 23 seconden .	inzinking
dip/noun/algemeen_dagblad_20021003_155/530	. Volgens de bonden draagt het huidige beleid niet bij aan economische groei maar eerder aan het verlengen van de	dip	. FNV-voorzitter Lodewijk de Waal verwees naar de overheidsinvesteringen als aanjager van de economie . \" Nu zijn er zelfs	dip
inzinking/noun/het_laatste_nieuws_20000303_01_669/520	uitslagen te merken was . Maar die Tour zette alles weer op de helling . andquot; Rustperiodes Merckx kwam die	inzinking	niet meer te boven in de tweede helft van het seizoen . Hij bleef zich slap voelen . De vraagtekens	inzinking
dip/noun/nrc_handelsblad_20011027_150/955	aannemelijk leek het dat de oppervlaktespanning daarop van invloed zou zijn en er was dan ook veel tevredenheid toen alle	dip	en dep pardoes in dop en dup overging nadat een druppeltje Dreft in het bakje was gebracht . Onder normale	dip
inzinking/noun/algemeen_dagblad_20010402_113/274	Labour het zeer goed doet . Bovendien draait de economie nu nog goed , terwijl later in het jaar een	inzinking	wordt gevreesd , wat Labour zetels zou kunnen kosten . Ook Downing Street wilde tot voor kort geen uitstel ,	inzinking
inzinking/noun/de_standaard_20021102_01_2/1014	lokte liefst twee miljoen fans op honderd uitverkochte concerten over de hele wereld . U2 is , ondanks een kleine	inzinking	in de jaren negentig , nog altijd de grootste rockgroep ter wereld . En Bono , de zanger , blijft	inzinking
inzinking/noun/de_standaard_20000802_01_45/265	de drie , zodat ik er zelfs aan twijfel of ze bij elkaar horen . Mijn dochter heeft een kleine	inzinking	. In tranen komt ze me vragen of de les nog niet ten einde is , want de zwemjuf is	inzinking
inzinking/noun/algemeen_dagblad_19990105_144/183	ook weer dik in orde . Met een recept van vier keer per week psychotherapie heeft ze zichzelf na een	inzinking	vorig jaar ( ` ik had het contact met mijn gevoelsleven compleet verloren ' ) weer op de rails gekregen	inzinking
dip/noun/algemeen_dagblad_20000331_66/280	de laatste dagen , de afgelopen maanden een stijgende lijn heeft vertoond en dat het nu wel eens een tijdelijk	dip	zou kunnen zijn . In de wereld van de mobiele telefonie en internet werd een nieuwe alliantie gesloten . Microsoft	dip
inzinking/noun/nrc_handelsblad_20011201_91/227	discussies in de media . Andersen had geen reclame gemaakt voor de vrouwenatletiek . Ze had geen verklaring voor haar	inzinking	. Ze had veertig kilometer nergens last van gehad , maar in de buurt van het stadion een black-out gekregen	inzinking
dip/noun/de_morgen_20011212_01_19/930	Sinds begin jaren 1990 lijkt Loeb's Library , die wordt uitgegeven en gedistribueerd door Harvard University Press , na een	dip	een nieuw elan te beleven . Er worden nieuwe teksten uitgegeven en oude vervangen . Je kunt natuurlijk niet alles	dip
dip/noun/de_morgen_20021018_01_108/825	ibeji ( ibi= geboren , eji= twee ) angst op en werden ze systematisch gedood , wat tot een serieuze	dip	in de demografie leidde ; nu worden de tweelingen vereerd en denkt men dat ze over bovennatuurlijke gaven beschikken .	dip
inzinking/noun/de_morgen_20010612_01_241/155	afgebroken \" . Temeer omdat het gepaard ging met \" een pauze van het herstel in Japan \" en een	inzinking	in Europa , aldus het in Basel gevestigde instituut . Gouverneur Guy Quaden van de Nationale Bank van België ,	inzinking
inzinking/noun/algemeen_dagblad_20010103_41/307	. Kortom ; het wordt weer vechten om de marktaandelen . \" RTL 4 heeft maatregelen genomen om een verdere	inzinking	te verhinderen . Verjonging , maar ook verticale programmering in plaats van horizontale . Dat betekent bijvoorbeeld dat je van	inzinking
inzinking/noun/het_nieuwsblad_20010703_01_201/175	. \" Roger Roziers , in die tijd een beetje mijn evenbeeld , altijd vroeg in vorm en altijd een	inzinking	in het midden van het seizoen , was daar een sprekend voorbeeld van . Ik zeg niet dat hij het	inzinking
inzinking/noun/volkskrant_19990208_83/1105	hoe verstandig ze eraan had gedaan om zich tot vier onderdelen te beperken : ze viel ten prooi aan een	inzinking	. Haar man en trainer moest er alles aan doen om haar weer in balans te brengen . Met een	inzinking
inzinking/noun/de_morgen_20010810_01_85/870	het in dramatiek badende Ocean Rain een zwenking naar orkestrale kamerpop en Europees chanson inluidt . Daarna volgt echter de	inzinking	, waarvan een makke coverversie van ' All You Need Is Love ' slechts een symptoom is . De Freitas	inzinking
inzinking/noun/het_nieuwsblad_20020713_01_595/104	zijt ge niets . \" Radiomaker Pat Donnez ( 42 ) praat over vrouwen en hun benen , zijn drie	inzinkingen	per jaar en ribfluwelen broeken : \" Ik wil zieltjes winnen , liefst zo veel mogelijk . \" door Tom	inzinking
inzinking/noun/volkskrant_20000626_103/589	punten achtereen , terwijl hun zwakste man aan service was , dat kan natuurlijk niet . Het zijn dit soort	inzinkingen	, die straks in Castelnau-le-Nez absoluut niet meer mogen voorkomen . '	inzinking
inzinking/noun/nrc_handelsblad_20010129_75/624	naar de tweede divisie van het internationale tennis om zijn ranking weer op te krikken . \" Juist door mijn	inzinkingen	ben ik nu nog niet opgebrand \" , constateerde Agassi . Bewust heeft hij in het verleden afstand genomen van	inzinking
dip/noun/volkskrant_20020724_68/347	Na Desert Storm daalde het aantal passagiers bij de grote Amerikaanse vliegtuigmaatschappijen met 2 procent . Dit jaar wordt een	dip	van 13 tot 14 procent verwacht . ' Condit hield in Fransborough een toespraak met veel aandacht voor zijn defensietak	dip
dip/noun/volkskrant_20010519_158/616	hartziekten . Om uit te sluiten dat de gevonden resultaten te wijten kunnen zijn aan toeval of aan een tijdelijke	dip	in het leven van de ouderen , worden de onderzoeken elke drie jaar herhaald . De uitkomsten die de Amsterdammers	dip
dip/noun/de_morgen_20021128_01_94/710	Bayer Leverkusen , de verliezende Champions League-finalist van vorig seizoen . En dat de Duitsers zich langzaam uit een stevige	dip	van begin dit seizoen aan het werken zijn , toonde Berbatov enkele minuten voor rust : 0-1 voor Leverkusen .	dip
inzinking/noun/het_laatste_nieuws_20000325_01_330/585	, telkens op eigen veld , is een must willen we dichter bij Wilrijk sluipen . Londerzeel is een kortstondige	inzinking	te boven en zal ongetwijfeld op scherp staan . Maar het zou spijtig zijn indien we nu nog zonder prijs	inzinking
dip/noun/het_laatste_nieuws_20010517_01_380/74	break-even zal er dit jaar niet komen , wel een verlies . Omdat het nog onduidelijk is hoe lang de	dip	van de markt zal aanhouden , verlaagt beurshuis Delta Lloyd Securities zijn rating tot houden . * Beurshuis Puilaetco blijft	dip
inzinking/noun/algemeen_dagblad_19990717_138/172	en afgeserveerd door de ploegleiding . Zijn debuut in de Ronde van Frankrijk heeft hij moeten bekopen met een geestelijke	inzinking	- zo vertelt zijn werkgever . Er gaan zelfs geruchten dat het donderdagavond in het rennershotel tot een handgemeen is	inzinking
inzinking/noun/nrc_handelsblad_20000413_92/407	en diep . Zuid-Korea , dat vorig jaar met een groei van 10,7 procent al spectaculair herstelde van een economische	inzinking	van 6 procent in 1998 , is dit jaar met 7 procent een van de snelste groeiers . De Japanse	inzinking
dip/noun/volkskrant_19990304_61/276	. Niet alleen zal de verdubbelde winst van 11,3 miljoen verder stijgen , ook de winstmarge zal herstellen na de	dip	van 1998 toen de winst als percentage van de omzet daalde tot 12,5 van 15,6 , voornamelijk als gevolg van	dip
dip/noun/parool_20011122_71/743	( 48 procent ) en had alleen de automobielindustrie een negatieve verwachtingspremie van min twee procent . Over een tijdelijke	dip	in de verwachtingspremies hoeven bedrijven zich echter geen zorgen te maken . BCG legde de verwachtingspremies en fundamentele waarden van	dip
dip/noun/parool_20031125_94/255	Mos , hernam het leven ook ditmaal snel zijn gang . \" Na die tweede aanslag zat iedereen in een	dip	, \" aldus De Mos . \" Het was bovendien op een plek waar ik dagelijks langs rijd . Maar	dip
dip/noun/nrc_handelsblad_20020608_158/1128	vroeg beginnen een must . \" Als je op je twintigste begint met beleggen en de beurs komt in een	dip	, is dat minder erg dan als je begint op je vijftigste . \" Wie geluk heeft , kan snel	dip
inzinking/noun/het_laatste_nieuws_20000909_01_14/27	Drukke tijden voor The Mellvids Melse bigband gaat in Amerika op antenne Na de	inzinking	van een paar jaar geleden zijn het nu weer drukke tijden voor The Mellvids , een amateur-bigband uit Melle .	inzinking
dip/noun/de_standaard_20041120_01_135/870	slimmer en selectiever . Als bepaalde verhaallijnen niet aanslaan , is dat snel te zien in de kijkcijfers die een	dip	krijgen . \" Lieven Dufour ( producer Wittekerke ) : \" In een serie als Wittekerke is het belangrijk dat	dip
inzinking/noun/de_standaard_19990503_01_80/372	de eigen gezonde cellen . Sleept een arts zijn patiënt daar doorheen , dan krijgt het uitgeputte immuunsysteem vervolgens een	inzinking	waar allerlei ziekenhuisbacteriën misbruik van maken , zo wordt steeds duidelijker . ONDERZOEK is volop bezig naar middelen om het	inzinking
inzinking/noun/de_standaard_20020523_01_37/160	economie , de psychologie , de menselijke verhoudingen . Als synoniemen kunnen gelden : noodsituatie , recessie , depressie ,	inzinking	. Aan de basis van veel 'crisis'-woorden in andere talen ligt het Griekse ' kri-'-element . Het betekent ' scheiden	inzinking
dip/noun/de_morgen_20030129_01_164/704	, is volgens hem eerder een zaak van formuleringen . Een aanhoudend zwakke economie is een dubbele of een drievoudige	dip	waard . Het doet er niet toe of de economie echt twee opeenvolgende kwartalen krimpt . Het is toch tekenend	dip
inzinking/noun/volkskrant_19991224_144/2386	gehoor dan kan men er beter een vakman bij halen , aldus de volksschrijver . Johannes Paulus heeft , ondanks	inzinkingen	en kwalen , nooit overwogen met pensioen te gaan . De enige paus die tijdens zijn leven voor het pausschap	inzinking
dip/noun/nrc_handelsblad_20011116_166/72	dansje . Wat aanvankelijk lijkt op de onderkoelde bronst van een tango , blijkt smerig machtsvertoon . In de achterwaartse	dip	, gebaar van vrouwelijke overgave en kwetsbaarheid , laat Tolomeo zijn dame vallen . Wezenloos inspecteert hij vervolgens met twee	dip
inzinking/noun/nrc_handelsblad_20020122_101/63	dal . Hoe kan het ook anders met een loopbaan waarin grote successen meer dan eens werden afgewisseld met diepe	inzinkingen	, die de Amsterdammer dan weer met een onwrikbaar geloof in eigen kunnen overwon ? In de achtste ronde van	inzinking
dip/noun/parool_20010508_35/780	. Na elk toernooi dat hij wint , krijgt moeder de eerste kussen . Ronnie O'Sullivan kwam na die eerste	dip	terug . En hoe . Hij won na zijn vertrek uit de Priory Clinic meteen de Champions Cup in Brighton	dip
inzinking/noun/parool_20020809_130/19	In de fractie bestaat de indruk dat ze zich nog niet geheel heeft hersteld van de	inzinking	die ze kreeg na de moord op Fortuyn .	inzinking
dip/noun/volkskrant_20020216_68/354	. De gemiddelde onbetaald gebleven schuld was bij bedrijven 443 duizend , bij personen 132 duizend euro . Na een	dip	in 1999 is het aantal faillissementen weer bijna zo hoog als in 1993 en 1994 .	dip
dip/noun/parool_20001215_42/119	Republikeinse president George Bush - vader van de komende nieuwe president - had de pech dat de economie in een	dip	zat . Net na de door Clinton gewonnen verkiezingen bleek echter dat de economie al weer aan een upswing was	dip
dip/noun/nrc_handelsblad_20011112_117/132	met een voorsprong van tien seconden . In december werd hij echter weer eens ziek en raakte hij in een	dip	waar hij niet meer uitkwam . Dat probeert Romme nu met de Winterspelen in het vooruitzicht te voorkomen . Een	dip
inzinking/noun/parool_19991015_79/2323	worden . Zo rond je veertigste krijg je inderdaad die midlife crisis . Maar ik snap niet waarom juist die	inzinking	altijd zo veel aandacht krijgt . Iedere fase in je leven is een crisis op zich . \" Dat betekent	inzinking
dip/noun/parool_20001218_77/147	nu niet uit . Er waren nauwelijks aanvallende impulsen . We hebben altijd moeite om tijdens een wedstrijd uit een	dip	te komen . \" Het gepromoveerde Pinoké zal na de winterstop moeten knokken tegen degradatie . De mooie winst van	dip
dip/noun/parool_20030823_144/281	Luzern , waar een vijfde plaats in het eindklassement opnieuw niet kon bekoren . Van Eupen : \" Een post-olympische	dip	. Blessures , de naweeën van de Spelen . \" De stagnatie was voor Verdonkschot reden het tweetal te scheiden	dip
dip/noun/de_morgen_20021010_01_4/25	Middagapathie door fastfood Miljoenen Britse werknemers krijgen in de middag te maken met een	dip	in hun productiviteit , omdat zij bij de lunch te veel zetmeel in de vorm van fastfood hebben gegeten .	dip
dip/noun/algemeen_dagblad_20040705_82/333	van Persie of Daniël Stellwagen heet , ieder talent maakt wel een terugslag mee . Om later volwassener uit die	dip	tevoorschijn te komen . Dat het NK in een kerk wordt gehouden , komt goed uit .	dip
dip/noun/nrc_handelsblad_20010818_9/450	geen geld meer over voor zulke uitspattingen . \" Volgens Camps heeft Regus als enige de slagkracht om de huidige	dip	te overleven , ondanks de verliezen van 4,3 miljoen pond ( bijna 15 miljoen gulden ) en de ingezakte beurskoers	dip
dip/noun/algemeen_dagblad_20020720_16/13	Slecht nieuws voor depressieve ouderen : de kans uit de	dip	te komen is zeer klein . Dat blijkt uit onderzoek van de Vrije Universiteit in Amsterdam . De onderzoekers volgden	dip
dip/noun/de_morgen_19991102_01_89/1025	einde kunnen brengen . Dan krijgen ze de rookie jinx . Zelfs Tim Duncan kende in zijn eerste jaar een	dip	rond die periode . Oorzaak : vier jaar lang hebben ze dertig matchen per seizoen gespeeld , in de NBA	dip
inzinking/noun/algemeen_dagblad_20040603_141/198	nemen niet weg dat deze komedie over een man die verliefd wordt op de dochter van zijn vriend tal van	inzinkingen	kent en hooguit te genieten is voor de allergrootste fans van Demi Moore . ( 1984 ) . 17.58 Twee	inzinking
dip/noun/nrc_handelsblad_19991221_98/1279	geen teken aan de wand voor een onzekere markt ? Van 't Hoff : \" Als de economie in een	dip	komt , komen wij natuurlijk ook in een dip . Maar er is nog zoveel werk te doen . Internet	dip
dip/noun/de_standaard_20040327_01_140/181	in Italië en Frankrijk waren dan weer uitstekend , net als de Belgische conjunctuurindicator die zich mooi herpakte na de	dip	van februari . Nederland deed het nog maar eens minder goed dan gehoopt . Ook in de VS werden wat	dip
inzinking/noun/parool_20010723_68/87	die ook de 5 km op haar naam had gebracht en de dubbele afstand liet schieten , profiteerde van een	inzinking	van Van Dijk . \" Ik heb het geprobeerd , want ik ga altijd voor goud . De vorm was	inzinking
inzinking/noun/het_laatste_nieuws_20001002_01_353/282	nooit verwacht dat we tegen Waaslandia zo sterk zouden presteren . Enkel tijdens de eerste helft hadden we een kleine	inzinking	. We kwamen voor en kregen dan die twee tegendoelpunten , maar in de tweede helft hebben we terug de	inzinking
dip/noun/algemeen_dagblad_20000304_119/812	deel te nemen aan de collectieve buiten-activiteiten van de GO's . Topman Philippe Bourguignon , die Club Med uit de	dip	haalde met inmiddels weer een gezonde winst , houdt onverkort vast aan het oude clubidee . \" Maar \" ,	dip
dip/noun/het_laatste_nieuws_20020504_01_521/2048	wel een serieuze psychologische knauw gegeven aan de hele westerse wereld . Drie : in elke legislatuur is er een	dip	. Die zijn we te boven gekomen dankzij de veerkracht van de premier en de VLD . Als je de	dip
dip/noun/het_laatste_nieuws_20041108_01_593/513	te weinig . Iachtchouk ? Niet gezien . Zewlakow ? Oei oei oei . Deschacht ? Ook al in een	dip	. En zo kunnen we nog een tijdje voortdoen . andapos; Angst andapos; , was de veel gehoorde uitleg .	dip
dip/noun/nrc_handelsblad_20020615_36/345	arbeidsgeluk zie ik de komende tijd nog niet om de hoek liggen . De generatie van 1991 die nooit een	dip	heeft meegemaakt , zal dromen moeten bijstellen en de mensen met middelmatige kwaliteiten die de laatste jaren te hoog te	dip
inzinking/noun/algemeen_dagblad_20010414_226/307	griep . Hij kwam toch op , met hoge koorts , en een kruk op de dirigentenbok om eventuele fysieke	inzinkingen	op te vangen . Die bleven hem blijkbaar bespaard : hij maakte geen moment gebruik van die kruk . Met	inzinking
inzinking/noun/volkskrant_20010501_62/551	tegendeel van gezellig maakt . De Stereo MC's , ooit de Britse hiphop-sensatie , vertellen in een interview over hun	inzinkingen	( mede door pillen ) en hun comeback . Rob Birch noemt zijn problemen uit het verleden geen zenuwinzinking .	inzinking
dip/noun/volkskrant_20031001_78/146	emissiekantoor plaatst momenteel de participaties in haar 29e scheepsproject , en mag zich in Nederland marktleider noemen . Na de	dip	van 2001 ziet het kantoor de markt - of nichemarkt - weer sterk aantrekken . ' Mensen zien schepen weer	dip
dip/noun/de_standaard_20040221_01_146/409	economische groei aanzwengelen . Het Belgische consumentenvertrouwen is sinds september vorig jaar aan het stijgen , met uitzondering van een	dip	in oktober toen de 3.000 ontslagen bij Ford Genk werden bekendgemaakt . ( jir )	dip
dip/noun/de_morgen_20030917_01_141/983	aanwerven kost tijd . \" De regering kan dus maar beter niet te vroeg victorie kraaien . Hoewel de huidige	dip	in de werkgelegenheid zeer ernstig is , is het allerminst de diepste crisis die de Belgische arbeidsmarkt ooit doorgemaakt heeft	dip
dip/noun/algemeen_dagblad_20031216_32/384	te laten rijden . Bovendien denkt hij dat het bedrijfsresultaat vanzelf weer iets beter wordt als Nederland uit de economische	dip	komt . De econoom waarschuwt voor een andere dreiging voor de NS . Elk jaar moeten de spoorwegen het rijk	dip
dip/noun/nrc_handelsblad_20020608_17/13	Intel illustreert op fraaie wijze de dynamiek van de dubbele	dip	. 's Wereldsgrootste chipproducent heeft in het eerste kwartaal zijn voorraden aangevuld in de verwachting dat de vraag zou aantrekken	dip
dip/noun/de_morgen_20021024_01_130/251	zou worden . Toen werd dat plots als een rozig scenario gezien . De vrees werd toen dat de economie	dip	na dip zou meemaken en na elk schijnherstel weer in recessie zou afglijden . Hét verhaal werd ' deflatie '	dip
inzinking/noun/de_morgen_20010901_01_151/670	Staten aan Europa zou voorbijgaan . Het ligt voor de hand dat nu kan worden beweerd dat de onverwachte zware	inzinking	het gevolg is van het te strakke Europese monetaire beleid . Zal W. Duisenberg stellen dat het hem koud laat	inzinking
inzinking/noun/het_nieuwsblad_20020128_01_309/193	tot 20 procent minder bezoekers opdagen \" , zegt Patrick Swinnen . \" We hadden ons dus op een kleine	inzinking	voorzien . Vorig jaar werd Wonen bezocht door 90.000 mensen . Als we dit jaar de kaap van 80.000 kunnen	inzinking
dip/noun/de_morgen_20030129_01_164/668	eigen kracht verder . Geert Noels ziet dat moment nog niet onmiddellijk komen . Of het tot de zogenaamde double	dip	- een tweede recessie die op die van vorig jaar volgt - komt , is volgens hem eerder een zaak	dip
inzinking/noun/het_laatste_nieuws_20040529_01_785/346	finale . Hij staat scherp te tennissen , vraag dat maar aan Christophe Rochus . Natuurlijk heeft Costa zijn mentale	inzinkingen	, de ranking liegt niet . Maar in Parijs steekt hij graag een tandje bij . Komt die kickservice zo	inzinking
dip/noun/algemeen_dagblad_20011229_129/221	beleggers al maanden voor vreesden , vormden opeens geen bedreiging meer maar waren ` gewoon ' realiteit . Na een	dip	bij de heropening van Wall Street op 17 september , ebde de angst langzaamaan weg . En toen nieuwe aanslagen	dip
inzinking/noun/nrc_handelsblad_20010919_3/278	. De eurozone heeft daarentegen een handelsoverschot . De dollar kan verder onder druk komen te staan als de Amerikaanse	inzinking	door de aanslagen langer gaat duren . De Bank of England kon wel eens blij zijn met een zwakker pond	inzinking
